X,Y,2022-04-04,2022-05-12,2022-05-29,2022-06-08,2022-07-08,2022-07-21,2022-07-26,2022-08-12,2022-09-16,2022-09-24,2022-09-29,2022-10-06,id,2022-10-07,2022-10-10,2022-12-13
315285,6764185,-0.0106910839429127,-0.0197005516154452,-0.0822853861613552,-0.0486641221374046,0.53511125138078,0.601907032181168,0.596433878157504,0.593936743914881,0.257240204429302,0.204561161022806,-0.0388086642599278,-0.0595238095238095,"94",0,0,0
315295,6764185,-0.0122665037919275,-0.0197005516154452,-0.0797694524495677,-0.0594339622641509,0.526902260426616,0.612856099342586,0.570658036677454,0.590246803449301,0.260732984293194,0.224388514711095,-0.0534562211981567,-0.0381757622341788,"95",0,0,0
315305,6764185,-0.00981294081570071,-0.0177795337811142,-0.0805072588512079,-0.0609385944431473,0.502439024390244,0.593721702384546,0.543211841477001,0.560371517027864,0.259602894785674,0.215568862275449,-0.0293577981651376,-0.0586741173482347,"96",0,0,0
315315,6764185,-0.0130474360271063,-0.0172684458398744,-0.0814603536794067,-0.057297807120962,0.519230769230769,0.5863539445629,0.570922531957493,0.57542908762421,0.249368459040058,0.217042971595047,-0.0412556053811659,-0.0467474647538956,"97",0,0,0
315325,6764185,-0.0136288752433728,-0.0189116171362408,-0.085153208058236,-0.0573518999291952,0.502748140963466,0.586051405381031,0.564865285781031,0.571668447565257,0.26025459688826,0.21788102780711,-0.0443686006825939,-0.0397010742643624,"98",0,0,0
315335,6764185,-0.00741104294478528,-0.0168711656441718,-0.0861759425493716,-0.056621431913898,0.502407704654896,0.589008363201912,0.562364593005262,0.572296476306197,0.263011797362942,0.231462231462231,-0.0287924366136657,-0.0316078790655062,"99",0,0,0
315345,6764185,-0.00920951650038373,-0.0216977540921203,-0.0862222222222222,-0.0565684899485741,0.524055537617049,0.574774223174652,0.571836346336822,0.564996829422955,0.270358306188925,0.228571428571429,-0.024,-0.0444066974035428,"100",0,0,0
315355,6764185,-0.0126474349864999,-0.020439061317184,-0.0849342213904332,-0.0668549905838041,0.510297482837529,0.540182137721681,0.546614327772326,0.538461538461538,0.247605011053795,0.223529411764706,-0.0570309098824554,-0.0557620817843866,"101",0,0,0
315365,6764185,-0.0120288692862871,-0.0180315552216379,-0.086065798868567,-0.0688651794374394,0.487570434206165,0.500348918353105,0.524687294272548,0.508985985160758,0.246666666666667,0.222869628550619,-0.0503842869342442,-0.0321995464852608,"102",0,0,0
315375,6764185,-0.00910607866507747,-0.017151379567487,-0.0872007416698478,-0.0711500974658869,0.463980880846705,0.465248226950355,0.503227998640843,0.484294097342078,0.246683330128821,0.232948192322028,-0.0268840899074482,-0.0338983050847458,"103",0,0,0
315385,6764185,-0.0123764751031373,-0.0157421289355322,-0.0875988007631507,-0.0664704439538877,0.463094209161625,0.483691880638446,0.494894486044929,0.489106193172071,0.258768511301637,0.249192168789204,-0.0352233676975945,-0.0343563902885937,"104",0,0,0
315395,6764185,-0.0131185492427896,-0.0158490566037736,-0.0861320288022866,-0.0638749006095945,0.492731315204378,0.517630465444288,0.514841351074719,0.506129597197898,0.247139128689018,0.211111111111111,-0.012591815320042,-0.02728285077951,"105",0,0,0
315055,6764175,-0.0120726200350198,-0.0180315552216379,-0.0811883370997079,-0.0656335460346399,0.5112696610994,0.548953409858204,0.558537714021286,0.567765567765568,0.26902841108383,0.227576503693282,-0.0101098901098901,-0.0275555555555556,"106",0,0,0
315065,6764175,-0.0130728076296813,-0.0193401592718999,-0.0785016825729575,-0.0628728774667279,0.484069886947585,0.515608180839612,0.545824515708937,0.55045871559633,0.245101663585952,0.213163799551234,-0.0132978723404255,0.000759301442672741,"107",0,0,0
315075,6764175,-0.0109144953787562,-0.0166919575113809,-0.0797872340425532,-0.0581768208886853,0.471389645776567,0.538356164383562,0.542696070303432,0.539331448528189,0.242862439747868,0.213252094440213,-0.00921295077652014,-0.0131477184841454,"108",0,0,0
315085,6764175,-0.00745283018867925,-0.016793893129771,-0.0808396605627512,-0.0660633484162896,0.458033573141487,0.545008183306056,0.52336758369241,0.541837235958736,0.236253318164581,0.220965309200603,-0.0294117647058824,-0.0010465724751439,"109",0,0,0
