system:index,AOT_RETRIEVAL_ACCURACY,AOT_RETRIEVAL_METHOD,BOA_ADD_OFFSET_B1,BOA_ADD_OFFSET_B10,BOA_ADD_OFFSET_B11,BOA_ADD_OFFSET_B12,BOA_ADD_OFFSET_B2,BOA_ADD_OFFSET_B3,BOA_ADD_OFFSET_B4,BOA_ADD_OFFSET_B5,BOA_ADD_OFFSET_B6,BOA_ADD_OFFSET_B7,BOA_ADD_OFFSET_B8,BOA_ADD_OFFSET_B8A,BOA_ADD_OFFSET_B9,CLOUDY_PIXEL_OVER_LAND_PERCENTAGE,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,DARK_FEATURES_PERCENTAGE,DATASTRIP_ID,DATATAKE_IDENTIFIER,DATATAKE_TYPE,DATE,DEGRADED_MSI_DATA_PERCENTAGE,FORMAT_CORRECTNESS,GENERAL_QUALITY,GENERATION_TIME,GEOMETRIC_QUALITY,GRANULE_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,HIGH_PROBA_CLOUDS_PERCENTAGE,L2A_QUALITY,MEAN_INCIDENCE_AZIMUTH_ANGLE_B1,MEAN_INCIDENCE_AZIMUTH_ANGLE_B10,MEAN_INCIDENCE_AZIMUTH_ANGLE_B11,MEAN_INCIDENCE_AZIMUTH_ANGLE_B12,MEAN_INCIDENCE_AZIMUTH_ANGLE_B2,MEAN_INCIDENCE_AZIMUTH_ANGLE_B3,MEAN_INCIDENCE_AZIMUTH_ANGLE_B4,MEAN_INCIDENCE_AZIMUTH_ANGLE_B5,MEAN_INCIDENCE_AZIMUTH_ANGLE_B6,MEAN_INCIDENCE_AZIMUTH_ANGLE_B7,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8A,MEAN_INCIDENCE_AZIMUTH_ANGLE_B9,MEAN_INCIDENCE_ZENITH_ANGLE_B1,MEAN_INCIDENCE_ZENITH_ANGLE_B10,MEAN_INCIDENCE_ZENITH_ANGLE_B11,MEAN_INCIDENCE_ZENITH_ANGLE_B12,MEAN_INCIDENCE_ZENITH_ANGLE_B2,MEAN_INCIDENCE_ZENITH_ANGLE_B3,MEAN_INCIDENCE_ZENITH_ANGLE_B4,MEAN_INCIDENCE_ZENITH_ANGLE_B5,MEAN_INCIDENCE_ZENITH_ANGLE_B6,MEAN_INCIDENCE_ZENITH_ANGLE_B7,MEAN_INCIDENCE_ZENITH_ANGLE_B8,MEAN_INCIDENCE_ZENITH_ANGLE_B8A,MEAN_INCIDENCE_ZENITH_ANGLE_B9,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,MGRS_TILE,NODATA_PIXEL_PERCENTAGE,NOT_VEGETATED_PERCENTAGE,OZONE_SOURCE,OZONE_VALUE,PROCESSING_BASELINE,PRODUCT_ID,RADIATIVE_TRANSFER_ACCURACY,RADIOMETRIC_QUALITY,REFLECTANCE_CONVERSION_CORRECTION,SATURATED_DEFECTIVE_PIXEL_PERCENTAGE,SENSING_ORBIT_DIRECTION,SENSING_ORBIT_NUMBER,SENSOR_QUALITY,SNOW_ICE_PERCENTAGE,SOLAR_IRRADIANCE_B1,SOLAR_IRRADIANCE_B10,SOLAR_IRRADIANCE_B11,SOLAR_IRRADIANCE_B12,SOLAR_IRRADIANCE_B2,SOLAR_IRRADIANCE_B3,SOLAR_IRRADIANCE_B4,SOLAR_IRRADIANCE_B5,SOLAR_IRRADIANCE_B6,SOLAR_IRRADIANCE_B7,SOLAR_IRRADIANCE_B8,SOLAR_IRRADIANCE_B8A,SOLAR_IRRADIANCE_B9,SPACECRAFT_NAME,THIN_CIRRUS_PERCENTAGE,UNCLASSIFIED_PERCENTAGE,VEGETATION_PERCENTAGE,WATER_PERCENTAGE,WATER_VAPOUR_RETRIEVAL_ACCURACY,.geo
20230616T153819_20230616T153935_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,94.756782,96.827734,96.827734,3.05143,0.002299,S2B_OPER_MSI_L2A_DS_2BPS_20230616T184046_S20230616T153935_N05.09,GS2B_20230616T153819_032784_N05.09,INS-NOBS,2023-06-16T15:43:21.914,0.0175,PASSED,PASSED,1.686940846E12,PASSED,L2A_T22WDC_A032784_20230616T153935,0.083554,0.579997,78.788871,PASSED,295.279817336984,294.900719081017,295.037168700621,295.233341780612,295.104706141178,295.026889812637,295.066580001003,295.091909613212,295.158329550612,295.21589637559,295.045598080663,295.322172026883,295.393281939495,6.13216607881754,5.90412252113849,5.99429885639151,6.10362849323439,5.81800039028637,5.86467528057091,5.92134100126298,5.96060656738951,6.00007099786487,6.04296445613719,5.83932753417939,6.09232314221268,6.18911201532701,184.429237747183,46.5045527481171,14.999568,22WDC,0.0,0.008885,AUX_ECMWFT,385.166395,05.09,S2B_MSIL2A_20230616T153819_N0509_R011_T22WDC_20230616T184046,0.0,PASSED,0.969721357753654,0.0,ASCENDING,11.0,PASSED,0.05818500000000001,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,3.0392969999999995,0.0,0.0,0.051466,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230618T152941_20230618T153056_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,91.122639,96.512526,96.512526,1.279047,0.0,S2A_OPER_MSI_L2A_DS_2APS_20230618T214853_S20230618T153056_N05.09,GS2A_20230618T152941_041721_N05.09,INS-NOBS,2023-06-18T15:33:40.313,0.0,PASSED,PASSED,1.687124933E12,PASSED,L2A_T21WXS_A041721_20230618T153056,0.119613,0.940007,69.29723,PASSED,182.775412440519,184.533458945151,183.373426075754,182.745338731067,187.746010950329,185.416622089963,184.316609962509,183.818488210541,183.433813099656,183.133060048826,186.434916148909,182.906621509675,182.647628443715,3.03912688051607,2.57131385839908,2.75481553785068,2.96229688626924,2.37451425191617,2.48770382658575,2.61670577937578,2.69297008166634,2.77363531440799,2.85879770511352,2.42756215668702,2.94739470199057,3.13684791385736,179.98514510066,45.4671458505022,19.498061,21WXS,0.0,7.76E-4,AUX_ECMWFT,336.65316,05.09,S2A_MSIL2A_20230618T152941_N0509_R111_T21WXS_20230618T214853,0.0,PASSED,0.969325259222462,0.0,DESCENDING,111.0,PASSED,0.099456,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,7.717241,3.0E-6,0.0,2.108188,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230618T152941_20230618T153056_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,86.576062,90.612811,90.612811,0.0,0.071904,S2A_OPER_MSI_L2A_DS_2APS_20230618T214853_S20230618T153056_N05.09,GS2A_20230618T152941_041721_N05.09,INS-NOBS,2023-06-18T15:33:26.438,0.0,PASSED,PASSED,1.687124933E12,PASSED,L2A_T21WXT_A041721_20230618T153056,0.096351,0.740948,24.811335,PASSED,123.44562372023,125.741404985562,124.392776112671,123.539830243425,128.806582824642,126.655120409718,125.328461676786,124.799000979478,124.344698331698,123.974703242922,127.613619743038,123.656292711805,123.210497046438,4.09018227942313,3.70476916411218,3.85483888499763,4.02761320546924,3.54207074233491,3.63430329478928,3.73798979275793,3.80083147005325,3.86763104287502,3.93831513075285,3.58522279945906,4.01220521813473,4.17232535619309,180.117466707842,46.3615033760789,37.421495,21WXT,0.0,0.433897,AUX_ECMWFT,339.25451,05.09,S2A_MSIL2A_20230618T152941_N0509_R111_T21WXT_20230618T214853,0.0,PASSED,0.969325259222462,0.0,DESCENDING,111.0,PASSED,8.280258,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,28.379986000000002,0.009804,0.0,0.591322,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230618T152941_20230618T153056_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,80.340958,82.676893,82.676893,0.21451199999999998,2.59E-4,S2A_OPER_MSI_L2A_DS_2APS_20230618T214853_S20230618T153056_N05.09,GS2A_20230618T152941_041721_N05.09,INS-NOBS,2023-06-18T15:33:37.007,0.0065,PASSED,PASSED,1.687124933E12,PASSED,L2A_T22WDB_A041721_20230618T153056,0.099123,0.746324,42.949092,PASSED,245.73474197836,247.481190297623,246.258999291303,245.56035667281,251.111482750818,249.000626552005,247.642000118063,247.174449783513,246.766703087131,246.421889668493,249.872950674249,246.108441321887,245.689011450447,3.74203811022761,3.34497015846011,3.50486728465077,3.68773401102278,3.15452816370307,3.25501404626168,3.36498220278763,3.43313010165296,3.50422020829968,3.57955494640449,3.20100865614665,3.65723843279931,3.82999303673367,181.284556647367,45.5111310575067,21.44808,22WDB,0.0,1.787151,AUX_ECMWFT,338.484534,05.09,S2A_MSIL2A_20230618T152941_N0509_R111_T22WDB_20230618T214853,0.0,PASSED,0.969325259222462,0.0,DESCENDING,111.0,PASSED,3.250062,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,18.279721,0.0034369999999999995,2.3E-5,12.067664,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230618T152941_20230618T153056_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,81.307304,83.605975,83.605975,0.0,0.020206,S2A_OPER_MSI_L2A_DS_2APS_20230618T214853_S20230618T153056_N05.09,GS2A_20230618T152941_041721_N05.09,INS-NOBS,2023-06-18T15:33:23.777,0.0,PASSED,PASSED,1.687124933E12,PASSED,L2A_T22WDC_A041721_20230618T153056,0.08439,0.734787,18.015856,PASSED,162.384976709208,164.038922255397,162.46205896708,161.649640822139,168.589949746604,165.886989233897,164.479514065795,163.887104395038,163.234347971352,162.855866870732,167.223862191385,162.72079973569,162.182199642079,3.1409720533847,2.68554740017754,2.8760733403156,3.08180200262223,2.48304562661391,2.59177936703219,2.72333450885199,2.79948037087592,2.88074018374063,2.96549637961347,2.53049922164369,3.05268651959575,3.23796741762747,181.133507236129,46.4064142377532,29.976117999999996,22WDC,0.0,0.394886,AUX_ECMWFT,341.075907,05.09,S2A_MSIL2A_20230618T152941_N0509_R111_T22WDC_20230618T214853,0.0,PASSED,0.969325259222462,0.0,DESCENDING,111.0,PASSED,11.275354,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,35.613996,0.005571,0.0,4.698014,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230619T154819_20230619T154815_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.999487,97.754842,97.754842,0.0,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230619T183124_S20230619T154815_N05.09,GS2B_20230619T154819_032827_N05.09,INS-NOBS,2023-06-19T15:53:33.542,0.0098,PASSED,PASSED,1.687199484E12,PASSED,L2A_T21WXS_A032827_20230619T154815,0.224335,0.451,92.567974,PASSED,304.842410113588,302.517049384293,303.513308374215,304.494014445687,301.234708922324,302.05504060595,302.812970121572,303.218264980527,303.636177281458,304.0447961955,301.643454943032,304.460086084875,305.265311914237,10.6953359743191,10.5853662955347,10.6253188955214,10.6758615690786,10.5486596502071,10.5688332461797,10.5941963548634,10.6105894085154,10.6290480683176,10.6493334846685,10.5577841820551,10.671554631615,10.7219647731729,186.323257905672,45.5476103057814,4.776455,21WXS,78.759658,3.12E-4,AUX_ECMWFT,340.504117,05.09,S2B_MSIL2A_20230619T154819_N0509_R054_T21WXS_20230619T183124,0.0,PASSED,0.969137604686478,0.0,ASCENDING,54.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.410412,0.0,0.0,2.244847,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230619T154819_20230619T154815_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.998486,99.998277,99.998277,6.8E-4,2.8500000000000004E-4,S2B_OPER_MSI_L2A_DS_2BPS_20230619T183124_S20230619T154815_N05.09,GS2B_20230619T154819_032827_N05.09,INS-NOBS,2023-06-19T15:53:21.274,0.0285,PASSED,PASSED,1.687199484E12,PASSED,L2A_T21WXT_A032827_20230619T154815,0.203587,0.767,98.988438,PASSED,301.530070398635,300.694809848832,301.047993749178,301.387608028121,300.328373523235,300.603451485665,300.860477108642,300.993811775933,301.142094478931,301.279454362785,300.464401059994,301.426917381427,301.680211378767,9.14495322342906,9.01646398665788,9.06311119856023,9.12246760924168,8.97358447889355,8.99663071600322,9.02603920849201,9.04523673800683,9.06675832310718,9.09057240649368,8.98395127429029,9.11655976297245,9.17619978476427,186.363205885303,46.44060362637,0.981361,21WXT,33.672348,2.5E-4,AUX_ECMWFT,340.453183,05.09,S2B_MSIL2A_20230619T154819_N0509_R054_T21WXT_20230619T183124,0.0,PASSED,0.969137604686478,0.0,ASCENDING,54.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.028488,0.0,0.0,5.1E-4,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230619T154819_20230619T154815_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.999762,99.999821,99.999821,0.0,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230619T183124_S20230619T154815_N05.09,GS2B_20230619T154819_032827_N05.09,INS-NOBS,2023-06-19T15:53:27.836,0.0,PASSED,PASSED,1.687199484E12,PASSED,L2A_T22WDB_A032827_20230619T154815,0.228262,0.146,95.937914,PASSED,309.508684824207,305.491501294984,307.217512190232,308.923427459893,303.186282225119,304.622033444709,305.947009787905,306.659490029277,307.382918872574,308.098009601454,303.902707293485,308.816714897667,310.240216587501,11.4843101451932,11.3787459255247,11.4171660799338,11.4654076245557,11.3435874082328,11.3633688985589,11.3879124206976,11.4036181908869,11.4213921775014,11.4407744026781,11.3525763384019,11.4620858646107,11.5097365371463,187.612313169297,45.6313225713002,3.678561,22WDB,98.145247,1.79E-4,AUX_ECMWFT,342.337474,05.09,S2B_MSIL2A_20230619T154819_N0509_R054_T22WDB_20230619T183124,0.0,PASSED,0.969137604686478,0.0,ASCENDING,54.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.38334700000000005,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230619T154819_20230619T154815_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.998659,99.998504,99.998504,7.8E-4,0.0,S2B_OPER_MSI_L2A_DS_2BPS_20230619T183124_S20230619T154815_N05.09,GS2B_20230619T154819_032827_N05.09,INS-NOBS,2023-06-19T15:53:18.313,0.022,PASSED,PASSED,1.687199484E12,PASSED,L2A_T22WDC_A032827_20230619T154815,0.203874,0.669,99.137807,PASSED,303.425729234175,302.08086553584,302.65433157806,303.252681704723,301.402415298355,301.857489507143,302.286887942495,302.51394523069,302.754736228802,303.019959811851,301.635520638673,303.262577117747,303.714059272108,10.0523483160544,9.93614676204916,9.9783411078154,10.0229253202471,9.89637828058784,9.9183884866301,9.94507356468822,9.96241695822679,9.98188836783833,9.99437757532444,9.90587371580492,10.0178877052711,10.071616641603,187.370576335586,46.5152634947827,0.845599,22WDC,59.177881,2.84E-4,AUX_ECMWFT,341.001781,05.09,S2B_MSIL2A_20230619T154819_N0509_R054_T22WDC_20230619T183124,0.0,PASSED,0.969137604686478,0.0,ASCENDING,54.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.015101000000000002,0.0,0.0,4.31E-4,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230620T151809_20230620T151806_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.999547,99.999928,99.99992800000001,0.0,6.6E-5,S2B_OPER_MSI_L2A_DS_2BPS_20230620T192951_S20230620T151806_N05.09,GS2B_20230620T151809_032841_N05.09,INS-NOBS,2023-06-20T15:23:42.399,0.0197,PASSED,PASSED,1.687289391E12,PASSED,L2A_T21WXS_A032841_20230620T151806,0.494656,0.0,30.468285,PASSED,114.628182871205,114.485805394913,114.558762568237,114.630590842552,114.208370123151,114.329660014558,114.417363063684,114.468875157294,114.512837472228,114.562240332484,114.259680934609,114.559595228612,114.64653525423,7.61291188467336,7.45127826123113,7.49682789333791,7.57341915971775,7.39058948434289,7.40662575451113,7.44483668876406,7.46982488803263,7.50878144840046,7.54125286045061,7.39295855844524,7.57195493154118,7.652795484986,176.633782431102,45.4676734604785,69.499791,21WXS,3.803783,0.0,AUX_ECMWFT,337.713177,05.09,S2B_MSIL2A_20230620T151809_N0509_R068_T21WXS_20230620T192951,0.0,PASSED,0.968964973023245,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.031855,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230620T151809_20230620T151806_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.982321,99.983531,99.983531,0.006958,0.003234,S2B_OPER_MSI_L2A_DS_2BPS_20230620T192951_S20230620T151806_N05.09,GS2B_20230620T151809_032841_N05.09,INS-NOBS,2023-06-20T15:23:28.108,0.012,PASSED,PASSED,1.687289391E12,PASSED,L2A_T21WXT_A032841_20230620T151806,0.607454,0.742,48.522103,PASSED,115.7420184904,114.961762029628,115.329841813478,115.66580465848,114.346729877478,114.688892935065,114.985752776179,115.152988583909,115.256713749279,115.414313930431,114.523941402123,115.549157097478,115.889535675214,9.02764256293661,8.90526849662639,8.94597383506026,9.00787124086021,8.8575626909618,8.88282230527096,8.91174289754052,8.93079767496723,8.95727716800329,8.98090459529507,8.87040029359204,8.99895163593308,9.05880884950807,176.81517682309,46.3584516710535,46.273756,21WXT,31.050211,3.71E-4,AUX_ECMWFT,333.306093,05.09,S2B_MSIL2A_20230620T151809_N0509_R068_T21WXT_20230620T192951,0.0,PASSED,0.968964973023245,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,5.187677,0.0,0.0,0.005899,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230620T151809_20230620T151806_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.998552,99.999666,99.999666,1.0E-5,3.25E-4,S2B_OPER_MSI_L2A_DS_2BPS_20230620T192951_S20230620T151806_N05.09,GS2B_20230620T151809_032841_N05.09,INS-NOBS,2023-06-20T15:23:39.269,0.023,PASSED,PASSED,1.687289391E12,PASSED,L2A_T22WDB_A032841_20230620T151806,0.546919,0.0,22.743073,PASSED,115.001092691676,115.863348229687,115.279407472786,115.058976802091,117.263569261294,116.288859972701,115.69392732422,115.479872120481,115.294833267889,115.135583645165,116.71627107162,115.007140104429,114.928490309553,5.24207775283692,4.94968308145982,5.07072236080972,5.194200260723,4.83727505211364,4.90801435202176,4.98337382409095,5.02926938611518,5.06874397938544,5.13090385390633,4.86577531526056,5.18767390321467,5.31521548648472,177.936355942891,45.4903422203987,77.196962,22WDB,0.0,0.0,AUX_ECMWFT,336.313265,05.09,S2B_MSIL2A_20230620T151809_N0509_R068_T22WDB_20230620T192951,0.0,PASSED,0.968964973023245,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,0.05962800000000001,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230620T151809_20230620T151806_T22WDC,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,99.981272,99.984384,99.984384,0.005887,0.004759,S2B_OPER_MSI_L2A_DS_2BPS_20230620T192951_S20230620T151806_N05.09,GS2B_20230620T151809_032841_N05.09,INS-NOBS,2023-06-20T15:23:25.817,0.022,PASSED,PASSED,1.687289391E12,PASSED,L2A_T22WDC_A032841_20230620T151806,0.632445,0.76,59.195906,PASSED,115.295886113961,115.131142083735,115.223281649976,115.323236569742,114.832608715604,114.957565168963,115.065258438792,115.129275833151,115.174807701855,115.208288414741,114.892380167104,115.24870945124,115.359994896544,7.9498274462986,7.78285475239673,7.84339603629357,7.9070397644025,7.73110004798051,7.76301251176029,7.79842273675949,7.82163826084226,7.84756417763067,7.88038564622978,7.7477372506934,7.91157995952745,7.98715324398783,177.834185630273,46.3873525949428,36.461344,22WDC,7.632028,2.98E-4,AUX_ECMWFT,332.547591,05.09,S2B_MSIL2A_20230620T151809_N0509_R068_T22WDC_20230620T192951,0.0,PASSED,0.968964973023245,0.0,ASCENDING,68.0,PASSED,0.0,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,4.327136,0.0,0.0,0.004666,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230621T153821_20230621T153815_T21WXS,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,87.458527,83.473939,83.473939,1.743261,0.0,S2A_OPER_MSI_L2A_DS_2APS_20230621T221401_S20230621T153815_N05.09,GS2A_20230621T153821_041764_N05.09,INS-NOBS,2023-06-21T15:43:37.100,0.0236,PASSED,PASSED,1.687385641E12,PASSED,L2A_T21WXS_A041764_20230621T153815,0.07996,0.888992,62.644255,PASSED,298.965400919131,298.508692725121,298.703004422672,298.797263187161,298.346379709235,298.473097785191,298.59689994564,298.651168117165,298.738293624945,298.869043534003,298.408881847534,298.944001058679,299.010230670693,7.15248803149501,6.96133517549189,7.02898204692624,7.10332698471849,6.89385382833209,6.92768823100286,6.97052778535174,6.99836676551097,7.03819866971456,7.08060049736991,6.90907119185297,7.11743113172601,7.19121987733155,182.978866942585,45.4583753517272,17.88346,21WXS,1.66316,0.024714,AUX_ECMWFT,363.421997,05.09,S2A_MSIL2A_20230621T153821_N0509_R011_T21WXS_20230621T221401,0.0,PASSED,0.968795281495402,0.0,ASCENDING,11.0,PASSED,0.007494,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,2.946227,0.002895,7.39E-4,14.746957,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230621T153821_20230621T153815_T21WXT,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,90.51652,93.4955,93.4955,0.0,0.019957,S2A_OPER_MSI_L2A_DS_2APS_20230621T221401_S20230621T153815_N05.09,GS2A_20230621T153821_041764_N05.09,INS-NOBS,2023-06-21T15:43:23.712,0.0146,PASSED,PASSED,1.687385641E12,PASSED,L2A_T21WXT_A041764_20230621T153815,0.05884,0.815059,74.811983,PASSED,270.691426100059,271.606710935479,270.885362712916,270.457746136497,274.474321681378,272.475508127184,272.016314596317,271.650646851051,271.380192116584,270.636497943468,273.600287984518,270.902742035587,270.578064158043,4.47195150380871,4.11879475185619,4.26219279647339,4.4220403541749,3.97615351234559,4.0552247470134,4.15374850603309,4.2104312924917,4.27083737909178,4.32731431052968,4.01413824939873,4.40002899024379,4.54771977429958,183.067458480058,46.3534104384039,15.267952000000001,21WXT,0.0,0.274963,AUX_ECMWFT,365.672463,05.09,S2A_MSIL2A_20230621T153821_N0509_R011_T21WXT_20230621T221401,0.0,PASSED,0.968795281495402,0.0,ASCENDING,11.0,PASSED,5.934764999999999,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,3.415569,0.032273,2.9999999999999997E-6,0.242537,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20230621T153821_20230621T153815_T22WDB,0.0,CAMS,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,85.825342,80.375892,80.375892,2.167183,0.0,S2A_OPER_MSI_L2A_DS_2APS_20230621T221401_S20230621T153815_N05.09,GS2A_20230621T153821_041764_N05.09,INS-NOBS,2023-06-21T15:43:33.395,0.0264,PASSED,PASSED,1.687385641E12,PASSED,L2A_T22WDB_A041764_20230621T153815,0.080336,0.891982,57.516986,PASSED,300.222798461784,299.80779266304,300.053936286609,300.286895225063,299.495024595752,299.660670539234,299.81890851428,299.898757667766,299.9945422399,300.078730275385,299.5773062422,300.176414764938,300.321107506276,8.81750854985425,8.69901696715603,8.74120001188715,8.79646188801783,8.63479836448536,8.65965559678723,8.69111672778039,8.71159430749808,8.73454326313922,8.75981856492852,8.64599692894509,8.7874346487602,8.85057381781113,184.274418240632,45.5212399769858,18.975089,22WDB,22.811098,0.075711,AUX_ECMWFT,363.834648,05.09,S2A_MSIL2A_20230621T153821_N0509_R011_T22WDB_20230621T221401,0.0,PASSED,0.968795281495402,0.0,ASCENDING,11.0,PASSED,0.027144,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,3.8838099999999995,0.008064,0.001496,17.344517,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
